idd_pol_policy,idd_cus_customer,idd_prd_product,d_cov_start,d_cov_end,amt_written_premium,cov_days_total,cov_days_elapsed,amt_earned_premium
P-2025-001272,100294,19bd7beafce7eb141e672aec8fe7d7c3,2025-03-27,2026-10-18,133.7,571.0,158,37.0
P-2025-001377,100303,a2a38920c9919e09c8703d8892080502,2025-03-11,2026-05-09,26.89,425.0,174,11.01
P-2025-001576,100388,dcfcf92bb54103cb27c8801b1960989c,2025-04-23,2026-01-18,453.02,271.0,131,218.99
P-2025-001697,100210,19bd7beafce7eb141e672aec8fe7d7c3,2025-02-02,2025-10-22,269.19,263.0,211,215.97
P-2025-001719,100647,7f89c4cd954b7f708ce420be328cebb4,2025-03-10,2026-04-05,56.84,392.0,175,25.38
P-2025-001733,100854,19bd7beafce7eb141e672aec8fe7d7c3,2025-04-10,2026-05-24,71.67,410.0,144,25.17
P-2025-001745,100898,a2a38920c9919e09c8703d8892080502,2025-02-15,2026-01-28,51.29,348.0,198,29.18
P-2025-001774,100220,a2a38920c9919e09c8703d8892080502,2025-04-14,2026-03-27,55.39,348.0,140,22.28
P-2025-001784,100809,a2a38920c9919e09c8703d8892080502,2025-03-17,2026-02-16,26.59,337.0,168,13.26
P-2025-001820,100847,ee203b1703de1595784024279eff985b,2025-01-15,2026-02-22,216.23,404.0,229,122.57
P-2025-001902,100818,a2a38920c9919e09c8703d8892080502,2025-04-14,2025-12-27,40.85,258.0,140,22.17
P-2025-001944,100375,7f89c4cd954b7f708ce420be328cebb4,2025-04-07,2026-03-13,33.8,341.0,147,14.57
P-2025-001992,100723,a2a38920c9919e09c8703d8892080502,2025-02-14,2025-12-24,37.66,314.0,199,23.87
P-2025-002032,100624,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-04-28,2026-07-07,360.83,436.0,126,104.28
P-2025-002038,100523,ee203b1703de1595784024279eff985b,2025-03-23,2026-01-15,223.6,299.0,162,121.15
P-2025-002075,100556,3ef69f90a5178021fa2875bdb7700d8e,2025-01-25,2025-08-30,134.23,218.0,218,134.23
P-2025-002262,100250,eb1f8989a62d585d97875883da198e51,2025-05-17,2026-10-15,32.75,517.0,107,6.78
P-2025-002425,100715,19bd7beafce7eb141e672aec8fe7d7c3,2025-03-16,2026-04-04,180.39,385.0,169,79.18
P-2025-002430,100397,19bd7beafce7eb141e672aec8fe7d7c3,2025-02-18,2026-02-13,95.55,361.0,195,51.61
P-2025-002448,100995,eb1f8989a62d585d97875883da198e51,2025-05-24,2026-08-24,87.05,458.0,100,19.01
P-2025-002484,100487,ee203b1703de1595784024279eff985b,2025-01-05,2026-03-02,97.37,422.0,239,55.15
P-2025-002740,100066,3ef69f90a5178021fa2875bdb7700d8e,2025-03-31,2026-04-16,120.71,382.0,154,48.66
P-2023-000009,100991,7f89c4cd954b7f708ce420be328cebb4,2023-11-12,2024-11-20,109.68,375.0,375,109.68
P-2023-000104,100157,ee203b1703de1595784024279eff985b,2023-07-28,2024-07-13,156.49,352.0,352,156.49
P-2023-000121,100735,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-02-20,2024-03-07,800.2,382.0,382,800.2
P-2023-000146,100160,7f89c4cd954b7f708ce420be328cebb4,2023-12-30,2024-12-18,174.26,355.0,355,174.26
P-2023-000156,100083,a2a38920c9919e09c8703d8892080502,2023-08-24,2024-10-10,40.58,414.0,414,40.58
P-2023-000181,100541,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-07-03,2024-04-22,526.06,295.0,295,526.06
P-2023-000203,100100,a2a38920c9919e09c8703d8892080502,2023-11-15,2025-01-11,49.15,424.0,424,49.15
P-2023-000235,100425,eb1f8989a62d585d97875883da198e51,2023-08-02,2024-05-21,64.71,294.0,294,64.71
P-2023-000497,100476,a2a38920c9919e09c8703d8892080502,2023-06-28,2024-08-11,34.3,411.0,411,34.3
P-2023-000511,100646,3c66679311c1abec9d9192d01ce26f07,2023-08-06,2024-08-16,334.08,377.0,377,334.08
P-2023-000540,100045,19bd7beafce7eb141e672aec8fe7d7c3,2023-03-28,2024-05-07,212.0,407.0,407,212.0
P-2023-000653,100818,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-01-17,2023-12-26,689.83,344.0,344,689.83
P-2023-000706,100123,dcfcf92bb54103cb27c8801b1960989c,2023-11-10,2025-01-02,338.78,420.0,420,338.78
P-2023-000715,100396,ee203b1703de1595784024279eff985b,2023-06-07,2024-07-28,342.21,418.0,418,342.21
P-2023-000717,100047,ee203b1703de1595784024279eff985b,2023-10-05,2024-10-14,176.78,376.0,376,176.78
P-2023-000806,100947,3ef69f90a5178021fa2875bdb7700d8e,2023-10-22,2024-08-17,105.78,301.0,301,105.78
P-2023-000810,100068,7f89c4cd954b7f708ce420be328cebb4,2023-05-21,2023-10-31,89.74,164.0,164,89.74
P-2023-001067,100331,3c66679311c1abec9d9192d01ce26f07,2023-11-22,2025-01-26,403.44,432.0,432,403.44
P-2023-001086,100404,a2a38920c9919e09c8703d8892080502,2023-08-19,2024-07-15,37.82,332.0,332,37.82
P-2023-001226,100940,a2a38920c9919e09c8703d8892080502,2023-11-13,2024-08-25,46.03,287.0,287,46.03
P-2023-001260,100753,3ef69f90a5178021fa2875bdb7700d8e,2023-01-05,2023-09-20,62.76,259.0,259,62.76
P-2023-001264,100857,7f89c4cd954b7f708ce420be328cebb4,2023-07-27,2024-01-05,96.81,163.0,163,96.81
P-2023-001368,100464,3c66679311c1abec9d9192d01ce26f07,2023-07-20,2024-08-10,715.6,388.0,388,715.6
P-2023-001380,100766,19bd7beafce7eb141e672aec8fe7d7c3,2023-09-17,2025-01-10,146.52,482.0,482,146.52
P-2023-001509,100565,3c66679311c1abec9d9192d01ce26f07,2023-05-29,2024-06-27,407.64,396.0,396,407.64
P-2023-001534,100859,3ef69f90a5178021fa2875bdb7700d8e,2023-01-06,2023-07-22,136.35,198.0,198,136.35
P-2023-001548,100574,ee203b1703de1595784024279eff985b,2023-04-12,2024-04-27,173.11,382.0,382,173.11
P-2023-001588,100094,eb1f8989a62d585d97875883da198e51,2023-02-06,2024-01-19,22.48,348.0,348,22.48
P-2023-001654,100741,3ef69f90a5178021fa2875bdb7700d8e,2023-05-04,2024-01-17,128.72,259.0,259,128.72
P-2023-001700,100506,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-10-17,2024-09-18,750.85,338.0,338,750.85
P-2023-001769,100640,a2a38920c9919e09c8703d8892080502,2023-07-06,2024-09-21,15.17,444.0,444,15.17
P-2023-001781,100051,ee203b1703de1595784024279eff985b,2023-02-24,2024-05-11,151.86,443.0,443,151.86
P-2023-001785,100015,ee203b1703de1595784024279eff985b,2023-08-06,2024-07-01,127.28,331.0,331,127.28
P-2023-001788,100701,dcfcf92bb54103cb27c8801b1960989c,2023-10-20,2024-08-20,636.63,306.0,306,636.63
P-2023-001789,100881,a2a38920c9919e09c8703d8892080502,2023-07-28,2024-04-21,54.94,269.0,269,54.94
P-2023-001811,100376,ee203b1703de1595784024279eff985b,2023-03-24,2024-04-11,146.36,385.0,385,146.36
P-2023-001842,100377,ee203b1703de1595784024279eff985b,2023-06-18,2024-06-26,193.35,375.0,375,193.35
P-2023-001871,100564,7f89c4cd954b7f708ce420be328cebb4,2023-06-06,2024-05-02,98.15,332.0,332,98.15
P-2023-001922,100616,dcfcf92bb54103cb27c8801b1960989c,2023-03-28,2024-07-17,657.38,478.0,478,657.38
P-2023-002026,100226,ee203b1703de1595784024279eff985b,2023-05-01,2024-02-12,167.73,288.0,288,167.73
P-2023-002179,100016,dcfcf92bb54103cb27c8801b1960989c,2023-10-29,2024-05-31,245.9,216.0,216,245.9
P-2023-002186,100921,3c66679311c1abec9d9192d01ce26f07,2023-08-17,2024-05-13,439.61,271.0,271,439.61
P-2023-002379,100684,eb1f8989a62d585d97875883da198e51,2023-06-04,2024-09-05,44.19,460.0,460,44.19
P-2023-002391,100279,a2a38920c9919e09c8703d8892080502,2023-08-01,2024-02-22,38.87,206.0,206,38.87
P-2023-002396,100857,3c66679311c1abec9d9192d01ce26f07,2023-10-23,2024-09-25,244.12,339.0,339,244.12
P-2023-002419,100917,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-03-12,2023-12-16,794.3,280.0,280,794.3
P-2023-002449,100799,eb1f8989a62d585d97875883da198e51,2023-08-12,2024-06-07,52.67,301.0,301,52.67
P-2023-002505,100750,a2a38920c9919e09c8703d8892080502,2023-02-17,2023-10-24,17.75,250.0,250,17.75
P-2023-002516,100332,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-03-11,2024-03-01,923.54,357.0,357,923.54
P-2023-002567,100561,eb1f8989a62d585d97875883da198e51,2023-02-11,2024-02-12,50.04,367.0,367,50.04
P-2023-002578,100808,3c66679311c1abec9d9192d01ce26f07,2023-01-19,2023-12-18,471.48,334.0,334,471.48
P-2023-002673,100857,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-08-31,2024-08-17,723.83,353.0,353,723.83
P-2023-002702,100056,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-01-11,2024-03-15,508.43,430.0,430,508.43
P-2023-002741,100401,ee203b1703de1595784024279eff985b,2023-01-26,2024-02-24,91.82,395.0,395,91.82
P-2023-002748,100388,7f89c4cd954b7f708ce420be328cebb4,2023-08-25,2024-10-05,206.96,408.0,408,206.96
P-2023-002790,100442,3ef69f90a5178021fa2875bdb7700d8e,2023-06-24,2024-05-13,108.05,325.0,325,108.05
P-2023-002796,100231,ee203b1703de1595784024279eff985b,2023-08-10,2024-04-19,153.48,254.0,254,153.48
P-2023-002839,100887,eb1f8989a62d585d97875883da198e51,2023-03-05,2023-12-05,51.06,276.0,276,51.06
P-2023-002866,100336,ee203b1703de1595784024279eff985b,2023-10-17,2024-09-09,190.23,329.0,329,190.23
P-2023-002888,100423,dcfcf92bb54103cb27c8801b1960989c,2023-05-31,2024-02-10,442.65,256.0,256,442.65
P-2023-002931,100733,3c66679311c1abec9d9192d01ce26f07,2023-06-03,2024-08-25,270.66,450.0,450,270.66
P-2023-002958,100644,19bd7beafce7eb141e672aec8fe7d7c3,2023-06-29,2024-05-22,89.06,329.0,329,89.06
P-2024-000026,100431,19bd7beafce7eb141e672aec8fe7d7c3,2024-01-10,2024-08-16,235.14,220.0,220,235.14
P-2024-000035,100507,ee203b1703de1595784024279eff985b,2024-02-26,2025-03-17,116.69,386.0,386,116.69
P-2024-000043,100657,dcfcf92bb54103cb27c8801b1960989c,2024-06-13,2025-06-18,407.69,371.0,371,407.69
P-2024-000103,100533,3ef69f90a5178021fa2875bdb7700d8e,2024-04-07,2025-04-30,195.71,389.0,389,195.71
P-2024-000130,100727,dcfcf92bb54103cb27c8801b1960989c,2024-01-23,2024-10-18,386.22,270.0,270,386.22
P-2024-000160,100617,dcfcf92bb54103cb27c8801b1960989c,2024-03-06,2024-12-30,922.93,300.0,300,922.93
P-2024-000174,100056,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-08-29,2025-08-20,288.38,357.0,357,288.38
P-2024-000206,100971,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-08-01,2025-09-28,326.6,424.0,396,305.03
P-2024-000222,100061,dcfcf92bb54103cb27c8801b1960989c,2024-12-18,2026-05-31,414.59,530.0,257,201.04
P-2024-000295,100050,ee203b1703de1595784024279eff985b,2024-01-02,2025-04-19,211.55,474.0,474,211.55
P-2024-000345,100625,7f89c4cd954b7f708ce420be328cebb4,2024-08-26,2025-06-06,97.75,285.0,285,97.75
P-2024-000371,100445,ee203b1703de1595784024279eff985b,2024-11-04,2025-11-29,167.72,391.0,301,129.11
P-2024-000372,100773,eb1f8989a62d585d97875883da198e51,2024-07-12,2025-09-17,59.39,433.0,416,57.06
P-2024-000381,100028,3c66679311c1abec9d9192d01ce26f07,2024-10-15,2025-08-04,235.44,294.0,294,235.44
P-2024-000424,100983,eb1f8989a62d585d97875883da198e51,2024-03-29,2025-02-02,39.1,311.0,311,39.1
P-2024-000485,100873,19bd7beafce7eb141e672aec8fe7d7c3,2024-07-09,2025-01-15,70.95,191.0,191,70.95
P-2024-000487,100663,3c66679311c1abec9d9192d01ce26f07,2024-11-10,2025-11-18,592.69,374.0,295,467.5
P-2024-000504,100655,7f89c4cd954b7f708ce420be328cebb4,2024-04-19,2025-02-08,127.8,296.0,296,127.8
P-2024-000507,100648,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-03-05,2025-06-05,928.61,458.0,458,928.61
P-2024-000524,100219,7f89c4cd954b7f708ce420be328cebb4,2024-12-07,2025-11-06,94.62,335.0,268,75.7
P-2024-000561,100809,eb1f8989a62d585d97875883da198e51,2024-07-16,2025-08-24,138.57,405.0,405,138.57
P-2024-000568,100041,19bd7beafce7eb141e672aec8fe7d7c3,2024-11-24,2026-01-17,66.92,420.0,281,44.77
P-2024-000583,100832,eb1f8989a62d585d97875883da198e51,2024-06-23,2025-06-07,98.67,350.0,350,98.67
P-2024-000608,100353,ee203b1703de1595784024279eff985b,2024-09-03,2025-08-02,101.0,334.0,334,101.0
P-2024-000682,100583,a2a38920c9919e09c8703d8892080502,2024-07-13,2025-04-19,41.57,281.0,281,41.57
P-2024-000712,100573,eb1f8989a62d585d97875883da198e51,2024-07-27,2025-05-28,103.17,306.0,306,103.17
P-2024-000741,100461,a2a38920c9919e09c8703d8892080502,2024-05-11,2025-10-25,20.41,533.0,478,18.3
P-2024-000792,100203,dcfcf92bb54103cb27c8801b1960989c,2024-02-19,2025-03-29,330.15,405.0,405,330.15
P-2024-000813,100426,19bd7beafce7eb141e672aec8fe7d7c3,2024-12-05,2025-12-05,223.36,366.0,270,164.77
P-2024-000835,100568,eb1f8989a62d585d97875883da198e51,2024-07-26,2025-07-27,72.16,367.0,367,72.16
P-2024-000903,100875,7f89c4cd954b7f708ce420be328cebb4,2024-06-15,2025-02-19,119.28,250.0,250,119.28
P-2024-000928,100516,7f89c4cd954b7f708ce420be328cebb4,2024-08-20,2025-12-29,85.19,497.0,377,64.62
P-2024-000952,100085,3ef69f90a5178021fa2875bdb7700d8e,2024-11-14,2025-12-09,45.52,391.0,291,33.88
P-2024-000961,100356,eb1f8989a62d585d97875883da198e51,2024-02-24,2025-07-12,93.36,505.0,505,93.36
P-2024-001092,100527,ee203b1703de1595784024279eff985b,2024-05-07,2025-03-23,392.04,321.0,321,392.04
P-2024-001097,100154,ee203b1703de1595784024279eff985b,2024-04-04,2025-04-13,151.23,375.0,375,151.23
P-2024-001118,100230,3ef69f90a5178021fa2875bdb7700d8e,2024-04-14,2025-04-20,275.59,372.0,372,275.59
P-2024-001176,100954,7f89c4cd954b7f708ce420be328cebb4,2024-03-08,2025-02-28,133.1,358.0,358,133.1
P-2024-001206,100666,ee203b1703de1595784024279eff985b,2024-02-19,2024-11-12,318.11,268.0,268,318.11
P-2024-001256,100426,7f89c4cd954b7f708ce420be328cebb4,2024-10-18,2025-07-14,134.73,270.0,270,134.73
P-2024-001276,100208,dcfcf92bb54103cb27c8801b1960989c,2024-03-15,2025-01-10,278.81,302.0,302,278.81
P-2024-001281,100776,3ef69f90a5178021fa2875bdb7700d8e,2024-05-17,2025-05-24,83.42,373.0,373,83.42
P-2024-001289,100270,ee203b1703de1595784024279eff985b,2024-06-10,2025-03-23,164.66,287.0,287,164.66
P-2024-001443,100626,dcfcf92bb54103cb27c8801b1960989c,2024-03-03,2025-05-05,799.57,429.0,429,799.57
P-2024-001528,100498,ee203b1703de1595784024279eff985b,2024-10-17,2025-10-25,226.85,374.0,319,193.49
P-2024-001608,100673,ee203b1703de1595784024279eff985b,2024-12-15,2025-09-14,172.94,274.0,260,164.1
P-2024-001617,100727,3c66679311c1abec9d9192d01ce26f07,2024-09-29,2025-11-09,1035.93,407.0,337,857.76
P-2024-001676,100753,eb1f8989a62d585d97875883da198e51,2024-12-21,2026-04-13,108.77,479.0,254,57.68
P-2024-001681,100629,eb1f8989a62d585d97875883da198e51,2024-09-20,2025-07-10,45.61,294.0,294,45.61
P-2024-001683,100366,a2a38920c9919e09c8703d8892080502,2024-09-27,2025-12-10,33.93,440.0,339,26.14
P-2024-001732,100149,a2a38920c9919e09c8703d8892080502,2024-02-05,2024-11-14,38.55,284.0,284,38.55
P-2024-001755,100994,ee203b1703de1595784024279eff985b,2024-03-14,2024-11-30,260.46,262.0,262,260.46
P-2024-001796,100113,ee203b1703de1595784024279eff985b,2024-10-13,2025-08-29,299.09,321.0,321,299.09
P-2024-001856,100587,dcfcf92bb54103cb27c8801b1960989c,2024-01-23,2024-11-03,552.45,286.0,286,552.45
P-2024-002058,100896,3ef69f90a5178021fa2875bdb7700d8e,2024-08-29,2025-09-03,96.49,371.0,368,95.71
P-2024-002062,100820,ee203b1703de1595784024279eff985b,2024-05-15,2024-12-15,144.78,215.0,215,144.78
P-2024-002125,100274,19bd7beafce7eb141e672aec8fe7d7c3,2024-04-17,2025-05-22,86.67,401.0,401,86.67
P-2024-002161,100921,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-04-19,2025-08-24,1474.43,493.0,493,1474.43
P-2024-002209,100639,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-01-12,2024-10-04,706.03,267.0,267,706.03
P-2024-002236,100204,3ef69f90a5178021fa2875bdb7700d8e,2024-07-05,2025-07-11,37.53,372.0,372,37.53
P-2024-002427,100419,3ef69f90a5178021fa2875bdb7700d8e,2024-03-26,2025-01-01,133.78,282.0,282,133.78
P-2024-002454,100631,7f89c4cd954b7f708ce420be328cebb4,2024-06-08,2025-07-15,75.6,403.0,403,75.6
P-2024-002469,100542,eb1f8989a62d585d97875883da198e51,2024-12-20,2025-09-01,26.8,256.0,255,26.7
P-2024-002496,100653,ee203b1703de1595784024279eff985b,2024-06-24,2025-10-10,173.77,474.0,434,159.11
P-2024-002539,100453,3ef69f90a5178021fa2875bdb7700d8e,2024-12-26,2025-11-02,94.8,312.0,249,75.66
P-2024-002590,100687,ee203b1703de1595784024279eff985b,2024-01-27,2024-08-22,212.5,209.0,209,212.5
P-2024-002597,100668,7f89c4cd954b7f708ce420be328cebb4,2024-03-02,2025-11-17,93.92,626.0,548,82.22
P-2024-002656,100639,ee203b1703de1595784024279eff985b,2024-10-27,2025-10-28,184.36,367.0,309,155.22
P-2024-002699,100141,ee203b1703de1595784024279eff985b,2024-04-10,2025-01-26,470.9,292.0,292,470.9
P-2024-002711,100464,dcfcf92bb54103cb27c8801b1960989c,2024-05-20,2025-03-31,578.47,316.0,316,578.47
P-2024-002879,100715,dcfcf92bb54103cb27c8801b1960989c,2024-01-17,2025-01-07,363.25,357.0,357,363.25
P-2024-002908,100548,3ef69f90a5178021fa2875bdb7700d8e,2024-06-17,2025-04-24,85.92,312.0,312,85.92
P-2025-000024,100462,ee203b1703de1595784024279eff985b,2025-04-12,2026-04-02,103.8,356.0,142,41.4
P-2025-000031,100549,7f89c4cd954b7f708ce420be328cebb4,2025-05-08,2026-04-13,70.11,341.0,116,23.85
P-2025-000077,100717,3c66679311c1abec9d9192d01ce26f07,2025-01-14,2025-11-28,341.14,319.0,230,245.96
P-2025-000084,100356,7f89c4cd954b7f708ce420be328cebb4,2025-02-16,2026-05-16,176.96,455.0,197,76.62
P-2025-000085,100596,a2a38920c9919e09c8703d8892080502,2025-01-19,2026-05-10,27.52,477.0,225,12.98
P-2025-000318,100960,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-01-22,2026-02-08,570.14,383.0,222,330.47
P-2025-000362,100726,ee203b1703de1595784024279eff985b,2025-01-30,2026-02-12,228.96,379.0,214,129.28
P-2025-000416,100382,a2a38920c9919e09c8703d8892080502,2025-02-11,2026-04-11,19.72,425.0,202,9.37
P-2025-000419,100133,ee203b1703de1595784024279eff985b,2025-02-28,2026-07-20,161.43,508.0,185,58.79
P-2025-000432,100129,ee203b1703de1595784024279eff985b,2025-05-09,2026-09-21,327.66,501.0,115,75.21
P-2025-000750,100692,ee203b1703de1595784024279eff985b,2025-05-21,2026-03-11,161.16,295.0,103,56.27
P-2025-000901,100415,dcfcf92bb54103cb27c8801b1960989c,2025-01-19,2025-12-15,709.52,331.0,225,482.3
P-2025-001104,100244,19bd7beafce7eb141e672aec8fe7d7c3,2025-04-16,2026-04-24,140.7,374.0,138,51.92
P-2025-001171,100699,7f89c4cd954b7f708ce420be328cebb4,2025-03-22,2026-08-08,93.66,505.0,163,30.23
P-2025-001187,100274,ee203b1703de1595784024279eff985b,2025-04-19,2026-01-07,134.38,264.0,135,68.72
P-2025-001222,100701,7f89c4cd954b7f708ce420be328cebb4,2025-04-07,2026-02-28,70.4,328.0,147,31.55
P-2025-001244,100518,a2a38920c9919e09c8703d8892080502,2025-01-31,2026-01-10,40.01,345.0,213,24.7
P-2025-001257,100940,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-02-25,2026-07-31,799.93,522.0,188,288.1
P-2025-001287,100211,a2a38920c9919e09c8703d8892080502,2025-05-19,2026-06-06,25.93,384.0,105,7.09
P-2025-001434,100465,dcfcf92bb54103cb27c8801b1960989c,2025-02-23,2025-07-23,305.66,151.0,151,305.66
P-2025-001518,100821,3c66679311c1abec9d9192d01ce26f07,2025-03-14,2025-12-26,668.0,288.0,171,396.63
P-2025-001727,100651,3c66679311c1abec9d9192d01ce26f07,2025-05-02,2026-02-16,279.19,291.0,122,117.05
P-2025-001799,100916,19bd7beafce7eb141e672aec8fe7d7c3,2025-05-01,2026-08-07,109.95,464.0,123,29.15
P-2025-001881,100588,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-05-05,2026-04-26,664.37,357.0,119,221.46
P-2025-001920,100757,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-05-24,2026-06-23,1208.34,396.0,100,305.14
P-2025-001983,100675,3c66679311c1abec9d9192d01ce26f07,2025-01-10,2025-12-25,175.81,350.0,234,117.54
P-2025-002117,100501,3ef69f90a5178021fa2875bdb7700d8e,2025-05-14,2026-06-30,73.16,413.0,110,19.49
P-2025-002330,100426,19bd7beafce7eb141e672aec8fe7d7c3,2025-02-26,2026-03-24,207.37,392.0,187,98.92
P-2025-002356,100929,dcfcf92bb54103cb27c8801b1960989c,2025-04-15,2026-06-30,564.13,442.0,139,177.41
P-2025-002370,100697,7f89c4cd954b7f708ce420be328cebb4,2025-01-11,2025-10-31,44.24,294.0,233,35.06
P-2025-002690,100224,dcfcf92bb54103cb27c8801b1960989c,2025-01-11,2025-10-26,493.83,289.0,233,398.14
P-2025-002733,100437,ee203b1703de1595784024279eff985b,2025-05-14,2026-05-26,172.02,378.0,110,50.06
P-2025-002820,100239,ee203b1703de1595784024279eff985b,2025-04-04,2026-05-05,336.74,397.0,150,127.23
P-2025-002836,100318,ee203b1703de1595784024279eff985b,2025-01-01,2026-03-09,182.95,433.0,243,102.67
P-2025-002910,100996,7f89c4cd954b7f708ce420be328cebb4,2025-02-15,2026-03-04,100.05,383.0,198,51.72
P-2023-000124,100715,eb1f8989a62d585d97875883da198e51,2023-09-15,2025-02-05,90.87,510.0,510,90.87
P-2023-000147,100435,19bd7beafce7eb141e672aec8fe7d7c3,2023-01-02,2023-06-03,270.18,153.0,153,270.18
P-2023-000171,100421,7f89c4cd954b7f708ce420be328cebb4,2023-05-09,2024-05-21,94.79,379.0,379,94.79
P-2023-000180,100757,ee203b1703de1595784024279eff985b,2023-09-17,2024-05-23,327.92,250.0,250,327.92
P-2023-000217,100477,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-03-04,2024-04-06,566.6,400.0,400,566.6
P-2023-000224,100545,dcfcf92bb54103cb27c8801b1960989c,2023-11-04,2024-05-08,314.53,187.0,187,314.53
P-2023-000228,100677,3c66679311c1abec9d9192d01ce26f07,2023-03-20,2023-10-08,314.75,203.0,203,314.75
P-2023-000261,100178,dcfcf92bb54103cb27c8801b1960989c,2023-01-03,2024-02-17,324.8,411.0,411,324.8
P-2023-000271,100170,eb1f8989a62d585d97875883da198e51,2023-06-07,2024-05-22,103.2,351.0,351,103.2
P-2023-000392,100219,3ef69f90a5178021fa2875bdb7700d8e,2023-06-05,2024-06-24,361.57,386.0,386,361.57
P-2023-000428,100507,3c66679311c1abec9d9192d01ce26f07,2023-12-01,2024-10-12,368.42,317.0,317,368.42
P-2023-000454,100915,ee203b1703de1595784024279eff985b,2023-12-17,2024-11-07,115.29,327.0,327,115.29
P-2023-000476,100196,ee203b1703de1595784024279eff985b,2023-04-12,2024-04-18,155.89,373.0,373,155.89
P-2023-000565,100862,7f89c4cd954b7f708ce420be328cebb4,2023-10-05,2025-03-27,149.84,540.0,540,149.84
P-2023-000572,100375,ee203b1703de1595784024279eff985b,2023-05-17,2024-03-15,339.24,304.0,304,339.24
P-2023-000689,100865,a2a38920c9919e09c8703d8892080502,2023-04-03,2023-07-16,32.42,105.0,105,32.42
P-2023-000700,100797,ee203b1703de1595784024279eff985b,2023-10-16,2024-01-31,149.18,108.0,108,149.18
P-2023-000705,100503,ee203b1703de1595784024279eff985b,2023-03-10,2024-02-23,179.22,351.0,351,179.22
P-2023-000731,100794,ee203b1703de1595784024279eff985b,2023-05-27,2024-04-30,172.81,340.0,340,172.81
P-2023-000873,100502,3c66679311c1abec9d9192d01ce26f07,2023-03-10,2024-02-21,109.13,349.0,349,109.13
P-2023-000880,100150,19bd7beafce7eb141e672aec8fe7d7c3,2023-11-17,2025-05-11,287.83,542.0,542,287.83
P-2023-000894,100481,3ef69f90a5178021fa2875bdb7700d8e,2023-04-12,2023-12-08,133.24,241.0,241,133.24
P-2023-000944,100752,3ef69f90a5178021fa2875bdb7700d8e,2023-07-17,2024-11-05,74.55,478.0,478,74.55
P-2023-000953,100255,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-03-26,2024-04-03,393.2,375.0,375,393.2
P-2023-001069,100602,7f89c4cd954b7f708ce420be328cebb4,2023-03-26,2024-04-30,125.16,402.0,402,125.16
P-2023-001158,100815,ee203b1703de1595784024279eff985b,2023-06-03,2024-04-12,186.04,315.0,315,186.04
P-2023-001242,100946,dcfcf92bb54103cb27c8801b1960989c,2023-06-15,2024-09-10,354.36,454.0,454,354.36
P-2023-001275,100682,7f89c4cd954b7f708ce420be328cebb4,2023-07-22,2024-05-09,91.76,293.0,293,91.76
P-2023-001326,100908,3ef69f90a5178021fa2875bdb7700d8e,2023-08-29,2024-07-25,98.84,332.0,332,98.84
P-2023-001331,100740,19bd7beafce7eb141e672aec8fe7d7c3,2023-03-12,2024-05-05,391.94,421.0,421,391.94
P-2023-001350,100707,7f89c4cd954b7f708ce420be328cebb4,2023-02-03,2024-01-16,91.91,348.0,348,91.91
P-2023-001367,100731,3ef69f90a5178021fa2875bdb7700d8e,2023-11-18,2025-03-24,71.6,493.0,493,71.6
P-2023-001406,100320,eb1f8989a62d585d97875883da198e51,2023-07-12,2024-08-08,28.59,394.0,394,28.59
P-2023-001428,100670,ee203b1703de1595784024279eff985b,2023-03-17,2024-02-01,185.84,322.0,322,185.84
P-2023-001535,100350,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-11-28,2024-11-12,529.96,351.0,351,529.96
P-2023-001599,100168,ee203b1703de1595784024279eff985b,2023-09-24,2024-05-06,192.98,226.0,226,192.98
P-2023-001621,100527,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-02-28,2024-02-27,521.34,365.0,365,521.34
P-2023-001622,100369,a2a38920c9919e09c8703d8892080502,2023-08-01,2024-07-05,59.41,340.0,340,59.41
P-2023-001640,100842,7f89c4cd954b7f708ce420be328cebb4,2023-07-07,2024-07-19,108.09,379.0,379,108.09
P-2023-001762,100834,dcfcf92bb54103cb27c8801b1960989c,2023-05-30,2024-02-29,337.79,276.0,276,337.79
P-2023-001828,100175,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-06-25,2024-12-14,385.08,539.0,539,385.08
